8.658701073154369265e-03,7.535837904240915743e-03,6.822971667517367493e-03,6.382064996580927817e-03,6.178116458683638804e-03,6.182696194235408685e-03,6.397699097852182701e-03,6.856099086668229065e-03,7.600478912976406203e-03,8.787221808216793412e-03,8.894781699360757715e-03,7.898031435337448183e-03,7.242650815579071942e-03,6.824660055129000077e-03,6.632813872279241449e-03,6.647723102560569759e-03,6.870194256505433687e-03,7.321434879484315164e-03,8.015248444968295707e-03,9.062614879176478233e-03,8.991524389514487375e-03,7.816380131410389023e-03,7.089259705742417296e-03,6.658659494175862489e-03,6.488083112970761610e-03,6.552252299716044247e-03,6.862539550206067304e-03,7.471147782265315056e-03,8.457828610601750285e-03,1.007792385756899403e-02,1.072399226569541696e-02,1.025306770794885171e-02,9.745753579677671544e-03,9.354399463453047861e-03,9.183687600748897950e-03,9.238181903944965578e-03,9.533051946844287722e-03,1.009670317857247306e-02,1.086214525843905501e-02,1.172452188011335536e-02,1.157338880725280843e-02,1.043052108463230106e-02,9.502131521436075340e-03,8.852759799163346585e-03,8.516411681801698205e-03,8.450192022186867394e-03,8.649647427781917419e-03,9.148974407509165990e-03,9.909566789683924015e-03,1.086711350374699146e-02,1.088992962076072539e-02,9.974436612961302961e-03,9.155495796530887728e-03,8.529924960133232828e-03,8.158915674567774126e-03,8.019160454447780625e-03,8.103546984432614952e-03,8.422270348473769735e-03,8.910564989115037429e-03,9.477919321770699942e-03,9.228145619602629718e-03,8.194957913411999792e-03,7.339538206650749082e-03,6.708558679466614799e-03,6.321690773751573698e-03,6.138175913647157984e-03,6.145382283480837343e-03,6.359295302997785768e-03,6.746548543063072591e-03,7.259650795292076422e-03,7.142751536063535710e-03,6.411024512577617046e-03,5.745713012082203676e-03,5.206649097716113672e-03,4.827339303027075590e-03,4.586724658081306819e-03,4.472568090627623144e-03,4.483370641722786432e-03,4.579494648026673047e-03,4.712029173654389003e-03,4.438709710131459596e-03,3.796690922134345579e-03,3.249198551634721859e-03,2.815185556282407721e-03,2.498705402468831636e-03,2.278171029453297716e-03,2.146599774252684004e-03,2.114428805143152030e-03,2.186230692617448582e-03,2.377661898245197504e-03,2.494975740334822063e-03,2.460796800184493656e-03,2.316243365098969668e-03,2.100952388338739318e-03,1.845534689030461613e-03,1.571201295997622831e-03,1.291410360610224621e-03,1.013752096352368284e-03,7.415803700266831609e-04,4.753038227272286288e-04
7.535863635841177736e-03,5.616086793642561560e-03,4.919324453612149671e-03,4.448560592701544802e-03,4.238950716527444158e-03,4.245025346378926770e-03,4.468441576832526269e-03,4.958251072902524620e-03,5.682356944855601263e-03,7.672225706373109709e-03,7.826699591153438162e-03,6.091240488786217600e-03,5.438509494081529387e-03,4.979835701956116661e-03,4.775988000094581569e-03,4.787554990897899612e-03,5.015283502845160196e-03,5.500184678784277026e-03,6.181577964373814044e-03,7.974684081625974322e-03,7.858095437064149466e-03,5.856889805548706404e-03,5.140475610457752309e-03,4.670123257356920479e-03,4.484603960769189233e-03,4.540848323265793580e-03,4.848573175695443556e-03,5.472042625498614588e-03,6.388535548539188771e-03,8.874770950021100557e-03,9.741141302319121162e-03,8.344463883169625854e-03,7.627004241149353686e-03,7.084266454983941669e-03,6.882184401203035595e-03,6.927915028148250859e-03,7.236131709161303278e-03,7.934716389830969233e-03,8.895044594732740006e-03,1.075213845174861557e-02,1.055796732489705861e-02,8.304009756012574808e-03,7.194577938208979000e-03,6.429032340260009727e-03,6.096050964867059073e-03,6.046930605313466725e-03,6.276372361394741937e-03,6.919673689328541613e-03,7.882441460891545862e-03,9.909999614835046655e-03,9.986754814715345999e-03,8.171980512427880206e-03,7.201152959831039028e-03,6.480322957912358975e-03,6.123622572039382449e-03,6.015841781468303333e-03,6.147968298224094907e-03,6.612920694165174557e-03,7.292247064140383074e-03,8.690237314386920972e-03,8.420715687400352409e-03,6.530343735266344422e-03,5.564255869821385647e-03,4.876718248500329193e-03,4.526511551174117187e-03,4.390472447761177392e-03,4.453708582616421920e-03,4.801739647732106847e-03,5.359185116403463074e-03,6.616600046747508033e-03,6.550713210005596789e-03,5.256711141005742521e-03,4.525484098669038842e-03,3.960153975019032636e-03,3.624611317348385223e-03,3.439099771538193726e-03,3.388117011225523501e-03,3.513070593176540520e-03,3.742644396982328352e-03,4.319407025921557369e-03,4.054031606453193694e-03,3.034001664028394048e-03,2.473395337769278453e-03,2.054637219567775203e-03,1.794679538604522073e-03,1.633839029733543313e-03,1.561406973092403739e-03,1.608816366864019524e-03,1.763226615375911585e-03,2.216951552640373559e-03,2.434963583384239846e-03,2.436001460649577215e-03,2.305111019728149115e-03,2.095540081398360177e-03,1.842671642392785603e-03,1.569547052980759883e-03,1.290375959876146087e-03,1.013071825129941090e-03,7.411316972687240039e-04,4.750286598772732725e-04
6.823051715040179960e-03,4.919363838378888396e-03,4.229850699089868736e-03,3.765244048640496635e-03,3.557858816871228760e-03,3.564434621247523482e-03,3.786555583799680949e-03,4.270917292187963871e-03,4.988272068519586898e-03,6.967435334206892317e-03,7.133734367018283902e-03,5.410917776781361786e-03,4.761507563283765010e-03,4.305239355200212760e-03,4.101100729708520055e-03,4.111568386760322026e-03,4.337372973590410477e-03,4.817592148999557365e-03,5.493407429423433942e-03,7.271977279025944492e-03,7.142302050878648195e-03,5.149002728009506591e-03,4.436706301558420926e-03,3.969087337160756394e-03,3.781977435180047548e-03,3.834249013340258229e-03,4.134823918596517572e-03,4.744156210621887360e-03,5.641087347953808485e-03,8.101081382539277592e-03,8.950136236896310757e-03,7.368184415376074527e-03,6.548653072085678338e-03,5.958081021348273464e-03,5.735977568893277714e-03,5.776696690202154545e-03,6.094726599004398129e-03,6.830967599668465347e-03,7.885460625510300192e-03,9.928974407475508329e-03,9.721497428204080651e-03,7.270530761985555257e-03,6.074662803658377463e-03,5.284927649014566943e-03,4.951104836658661197e-03,4.909840592870022558e-03,5.155353345976392172e-03,5.836273759417188317e-03,6.894434313998292277e-03,9.119865702495295878e-03,9.222181342829059714e-03,7.247591739372399519e-03,6.202950801087273383e-03,5.460667492051407210e-03,5.107481625086987900e-03,5.015247464120594842e-03,5.173875588357658255e-03,5.686595514436461329e-03,6.458002876274970133e-03,8.020981467443318372e-03,7.755357151313120936e-03,5.722685629975948068e-03,4.703088940412109530e-03,4.012022291666780642e-03,3.677046577408156231e-03,3.563004392738765812e-03,3.653738855371851599e-03,4.043282343075296076e-03,4.680207139502024112e-03,6.084344622037428721e-03,6.050283973378810763e-03,4.666614638376825712e-03,3.903076346202073200e-03,3.340429033471772457e-03,3.024152010360275141e-03,2.865488568093831328e-03,2.847093082011647666e-03,3.014880749619397535e-03,3.308475930193837712e-03,3.984207787205706897e-03,3.737827855655790135e-03,2.666406679786379602e-03,2.098054337066537680e-03,1.695809426570821796e-03,1.461100337859217498e-03,1.327812113730159668e-03,1.283566139718145130e-03,1.362325304241242393e-03,1.560431542126639731e-03,2.090283900634537940e-03,2.370595120159407678e-03,2.404102851408536096e-03,2.289039853513997417e-03,2.087068620108719665e-03,1.837896985465189807e-03,1.566640427252698501e-03,1.288482089239761279e-03,1.011789268384408365e-03,7.402701666533237487e-04,4.744960190737041285e-04
6.382229967812789659e-03,4.448661400979765472e-03,3.765300238439372484e-03,3.312725063144377619e-03,3.110940034987793017e-03,3.117868397879926257e-03,3.335065939959110451e-03,3.808026706097253095e-03,4.519940367332669559e-03,6.531738860172417276e-03,6.698238899662604419e-03,4.936944927669042679e-03,4.290125681173185233e-03,3.842593390045310336e-03,3.642268846790820344e-03,3.652173434399199215e-03,3.873049654815282229e-03,4.343478124636103097e-03,5.015939729124499133e-03,6.833404333128394181e-03,6.702874561295232674e-03,4.674129900200433251e-03,3.965664187947103882e-03,3.507578655861938888e-03,3.322972914429008634e-03,3.371593099241156945e-03,3.661799490573062945e-03,4.252123853326550927e-03,5.134354410490879830e-03,7.612161579395948854e-03,8.417920841956793090e-03,6.691643670484772460e-03,5.821963283948280131e-03,5.206268905388990349e-03,4.975394385813894892e-03,5.011867807872173383e-03,5.329616646632079173e-03,6.080302798578922710e-03,7.173404738402460248e-03,9.350080080478847741e-03,9.141129733178314509e-03,6.559024701227296819e-03,5.335812964562381029e-03,4.558502169129974649e-03,4.233712036537609462e-03,4.197398975962153729e-03,4.443665735272277380e-03,5.121500337421310695e-03,6.213759457199462440e-03,8.570431716570823394e-03,8.683219571928323111e-03,6.594188677787246426e-03,5.522284209208621480e-03,4.775316497797553114e-03,4.430274320043644902e-03,4.348559539015868503e-03,4.519598236659196251e-03,5.055515909264626274e-03,5.868309787229382748e-03,7.548481271277599457e-03,7.292225572039435187e-03,5.165444695877433740e-03,4.133762133859705465e-03,3.462076580258514977e-03,3.144176477311022566e-03,3.044200234198602729e-03,3.145755493907025167e-03,3.542866138662620432e-03,4.212141323863360584e-03,5.713485946051806257e-03,5.696997636889056769e-03,4.248880900782667225e-03,3.477856336006340029e-03,2.923276910276794305e-03,2.623615606386861879e-03,2.483182653138368053e-03,2.483815312382574563e-03,2.675724185255097705e-03,3.001517433313526974e-03,3.747080147900160724e-03,3.517463385428010441e-03,2.412253470233889641e-03,1.849099493382760960e-03,1.466847869809542607e-03,1.251243947571151508e-03,1.135418888279372818e-03,1.106671601440292578e-03,1.199213154773133517e-03,1.420133612679345047e-03,2.002179174085443308e-03,2.320826568423664266e-03,2.376633175189650938e-03,2.273761335313001335e-03,2.078226466061893797e-03,1.832449991400944079e-03,1.563050762440454161e-03,1.285991148531379687e-03,1.010026511086778173e-03,7.390538229170916067e-04,4.737351783614239141e-04
6.178400283204214111e-03,4.239137631739381754e-03,3.557990654997217946e-03,3.111010170412395557e-03,2.912117582362531119e-03,2.919525923439763530e-03,3.134810913250588894e-03,3.603234640971315385e-03,4.314097716549128436e-03,6.333969521033948682e-03,6.499874996337697344e-03,4.727652778080494722e-03,4.080940330873507327e-03,3.637411048128173004e-03,3.439070589831781741e-03,3.449136789723548490e-03,3.668392791278893457e-03,4.135306235592164752e-03,4.808338730612884970e-03,6.638507798550141899e-03,6.509948419143201694e-03,4.472517178420181913e-03,3.764496137561425346e-03,3.310046560139182081e-03,3.126200751004100473e-03,3.172781770878760083e-03,3.457889621785201900e-03,4.039519099512924039e-03,4.915621113678402855e-03,7.390603791966265934e-03,8.174872412894877705e-03,6.418301674590639813e-03,5.528730459059428420e-03,4.905567536683782918e-03,4.670270079163195767e-03,4.704380479187655895e-03,5.021488223999326199e-03,5.773498701488078734e-03,6.879015340377206932e-03,9.073499766685602652e-03,8.866571089877199607e-03,6.273602196070095574e-03,5.043748816614618616e-03,4.272481508076908518e-03,3.951403803265312806e-03,3.916871560567845335e-03,4.162920512152870969e-03,4.837977394440330474e-03,5.939235552356366549e-03,8.308548757336902194e-03,8.423247915492515156e-03,6.321877548743065796e-03,5.241932560597113364e-03,4.496957307183952965e-03,4.155274615484279462e-03,4.077743069831214588e-03,4.253593377313443467e-03,4.795106708122996372e-03,5.621969810804610182e-03,7.320164945130379873e-03,7.070615013596062357e-03,4.940269364979918421e-03,3.907496718043115304e-03,3.244537875045712567e-03,2.933567718015684441e-03,2.839024004299233166e-03,2.944424117316627072e-03,3.343286106176466058e-03,4.022149946389950818e-03,5.535492863156833698e-03,5.525212237582822171e-03,4.073915688595646650e-03,3.302087765755211402e-03,2.753323591017826921e-03,2.460501394472615084e-03,2.327443844692610349e-03,2.335675660354895062e-03,2.535287215831694314e-03,2.872827856244284783e-03,3.632253864218849045e-03,3.411572293135646267e-03,2.309447616682105617e-03,1.750101839216342903e-03,1.376153973086924375e-03,1.168103861256248373e-03,1.059084668595276649e-03,1.036348943458419549e-03,1.134187005145986327e-03,1.363836118522105973e-03,1.959396104471386370e-03,2.293267252585947259e-03,2.359444937379741140e-03,2.262866063629262545e-03,2.070979672805809465e-03,1.827343677008356430e-03,1.559283477701081016e-03,1.283151985246211175e-03,1.007906361820207946e-03,7.375443382797292318e-04,4.727783670737791205e-04
6.183138822164011700e-03,4.245328423522895175e-03,3.564667168336451645e-03,3.118028706582084194e-03,2.919611348407637284e-03,2.927687279293567438e-03,3.143888586487890869e-03,3.613540724549887256e-03,4.325712520188909962e-03,6.348159850372377469e-03,6.515903945536700125e-03,4.742920929257055281e-03,4.095798291566517778e-03,3.651941918512105912e-03,3.453842755727891661e-03,3.464778488414530129e-03,3.685607713511585785e-03,4.154863865489986929e-03,4.830430588556035645e-03,6.665224616193265658e-03,6.538918513231199194e-03,4.500069850657412336e-03,3.791013080731519755e-03,3.335239643995948407e-03,3.150466484551498955e-03,3.196433686977049292e-03,3.481167122434644743e-03,4.062615728961447084e-03,4.938088267059645431e-03,7.411346744262963838e-03,8.190154731168446806e-03,6.426663175100586801e-03,5.532963838951177743e-03,4.906988463792782973e-03,4.669890350214618048e-03,4.702830911219591827e-03,5.019209061393661159e-03,5.770868769352389266e-03,6.876512626906776046e-03,9.071571168758387968e-03,8.865765006007329460e-03,6.274043558830136660e-03,5.044790498763758978e-03,4.273715615187368040e-03,3.952554609128603944e-03,3.917734734223755552e-03,4.163259932255988435e-03,4.837396147355988406e-03,5.937142912327122123e-03,8.303656115913177899e-03,8.416594416177248378e-03,6.315254411455229443e-03,5.235219057989104995e-03,4.490377338812404605e-03,4.148773758687681820e-03,4.071285234197236265e-03,4.247121565264219516e-03,4.788507073910057768e-03,5.615369666962016261e-03,7.313320323328291114e-03,7.065159717402278751e-03,4.937284769443483004e-03,3.905717385754040646e-03,3.243382603115621630e-03,2.932589204145880958e-03,2.837936929204711543e-03,2.942961200500711534e-03,3.341046000630357605e-03,4.018633041847697804e-03,5.529465056209845707e-03,5.518175341839797084e-03,4.067741365446625804e-03,3.296369353517540277e-03,2.748119041391397944e-03,2.455685657508738847e-03,2.322943124107020724e-03,2.331409923119339648e-03,2.531134368422307407e-03,2.868817440123030971e-03,3.628206121456161674e-03,3.408379476287010275e-03,2.307636280073965818e-03,1.748961419160990037e-03,1.375356921558251906e-03,1.167399625675628883e-03,1.058320434049590938e-03,1.035393551049178630e-03,1.132842151492427334e-03,1.361828390162915471e-03,1.955942179072976510e-03,2.288790265816964976e-03,2.354544292851218183e-03,2.257953789609636400e-03,2.066337066501058688e-03,1.823152415866232268e-03,1.555650673884404443e-03,1.280132033376713951e-03,1.005519544965274154e-03,7.357917975725199265e-04,4.716534015817734691e-04
6.398351100671474667e-03,4.468900607215895229e-03,3.786923281824553476e-03,3.335345671373684488e-03,3.135006254316925669e-03,3.143993753701130461e-03,3.364035834853942517e-03,3.840834287277342107e-03,4.556871504350130768e-03,6.576804244730197375e-03,6.748872672138961186e-03,4.984946870515248943e-03,4.336696949568515959e-03,3.888037257378471404e-03,3.688399208665464005e-03,3.700994142775246038e-03,3.926830771216709495e-03,4.404756359024698115e-03,5.085498863374665959e-03,6.918175238284173141e-03,6.795305531151781160e-03,4.762113910672639838e-03,4.050389590283186639e-03,3.588158460537311991e-03,3.400666915130689649e-03,3.447390404652371336e-03,3.736430915462206695e-03,4.326124004846830171e-03,5.206176570187596650e-03,7.677975461736609095e-03,8.465469056295834085e-03,6.716657436457730210e-03,5.833334684216214851e-03,5.208423082107075698e-03,4.971685369652351257e-03,5.004427854468898075e-03,5.319975416982470479e-03,6.069825850725910771e-03,7.163942943799321214e-03,9.343411171294054712e-03,9.139259806625998905e-03,6.561912553491543870e-03,5.341119609165306814e-03,4.564659368118007855e-03,4.239705446813682270e-03,4.202478630616593609e-03,4.446995392151417703e-03,5.121730267651199500e-03,6.208832664334736594e-03,8.556163740752201208e-03,8.662276791221038344e-03,6.572209046757396429e-03,5.499342818280824122e-03,4.752475814399862580e-03,4.407562243252186908e-03,4.326006404987559409e-03,4.497158132469368172e-03,5.032998073665739640e-03,5.846419442968595233e-03,7.526830884155039092e-03,7.275921364307617357e-03,5.157327107202601575e-03,4.129727140840787521e-03,3.460122584281659017e-03,3.142810580540192963e-03,3.042462113172157961e-03,3.142757305278307770e-03,3.537308067355942730e-03,4.202363665320568362e-03,5.695618132563370385e-03,5.675213790866896410e-03,4.228931909436040373e-03,3.458844500375527018e-03,2.905655135896216632e-03,2.607148973113668743e-03,2.467740701192188465e-03,2.469223654378061277e-03,2.661680846456116606e-03,2.988259395413138918e-03,3.734216471223605546e-03,3.507759729247429421e-03,2.407083214862994550e-03,1.846159823910606835e-03,1.465023497580245212e-03,1.249706045783843681e-03,1.133666911643266707e-03,1.104295113856164660e-03,1.195617395819726985e-03,1.414501370331761433e-03,1.992221132275884005e-03,2.307734374732172897e-03,2.362186924352128754e-03,2.259208898669148608e-03,2.064431379927698929e-03,1.819973904200498883e-03,1.552226108700030830e-03,1.276987631188095974e-03,1.002908522803210500e-03,7.338266334225455661e-04,4.703796365243346957e-04
6.857029014675579057e-03,4.958921699568316285e-03,4.271469383283789216e-03,3.808469349386019338e-03,3.603577993932864133e-03,3.613783363880563020e-03,3.840965413717486055e-03,4.332218214134449415e-03,5.057158686742662702e-03,7.051767552731227559e-03,7.227488419303316688e-03,5.498604766878182303e-03,4.846044081825779531e-03,4.387385019307057411e-03,4.184247897958065857e-03,4.199447858207342246e-03,4.434299523042902445e-03,4.928609759536912993e-03,5.620764351358182448e-03,7.430346436840388515e-03,7.316793540695236235e-03,5.314464788607114153e-03,4.596189419533209045e-03,4.121107576678888391e-03,3.928844711214645249e-03,3.977794554079660400e-03,4.276329596119797342e-03,4.884305606440587227e-03,5.776537093761466464e-03,8.223954143470586439e-03,9.035347124088478205e-03,7.409246917342683994e-03,6.562058838914907981e-03,5.953214122057017346e-03,5.719644844682451879e-03,5.753334596278516719e-03,6.067648540450013873e-03,6.803320334567167227e-03,7.862027403217857272e-03,9.914540098116042532e-03,9.720638377538748723e-03,7.281625483148829875e-03,6.092246332836425901e-03,5.304984230524735153e-03,4.971188556125331198e-03,4.928194652992838945e-03,5.170111734021482289e-03,5.844541172153058274e-03,6.891621610320516900e-03,9.097899400541047815e-03,9.183714208097123674e-03,7.202718556765907998e-03,6.153760378557617851e-03,5.410503723794027851e-03,5.057151776521901648e-03,4.965310138636153461e-03,5.124710212410542483e-03,5.638485465751397890e-03,6.413427127827898630e-03,7.980898156233018001e-03,7.728736787861387181e-03,5.712588792737990917e-03,4.701643407604639419e-03,4.014842149068898955e-03,3.681036008120178518e-03,3.566174225886633263e-03,3.654292134142196006e-03,4.038663165292541435e-03,4.666989092083260147e-03,6.055613643667611019e-03,6.011581951133322492e-03,4.627773047657467338e-03,3.864113176801596983e-03,3.303214092253532134e-03,2.988857660378971704e-03,2.832231272923718506e-03,2.815819494751053281e-03,2.985347943072297078e-03,3.281674372229883684e-03,3.960212199265559195e-03,3.721384000820080872e-03,2.658930289001825830e-03,2.095143792781811818e-03,1.695067582090673160e-03,1.460836134864000038e-03,1.327033122858708482e-03,1.281526054721458113e-03,1.358019911070404472e-03,1.552484735836669400e-03,2.075185327997324403e-03,2.349985321637119030e-03,2.380907843630414907e-03,2.265406217882697752e-03,2.064517275460350364e-03,1.817426072038579770e-03,1.548842879190725575e-03,1.273662604591581284e-03,1.000066696263469815e-03,7.316591843474494787e-04,4.689677206536644401e-04
7.601785407127145157e-03,5.683299677456536345e-03,4.989063840060146623e-03,4.520598630331195029e-03,4.314638291702766956e-03,4.326136909896144932e-03,4.557171496827416499e-03,5.057319191789423109e-03,5.793355609175940626e-03,7.813702590161463596e-03,7.981458747480895191e-03,6.228704150047529794e-03,5.569788199507666460e-03,5.106722018386232811e-03,4.903891125639449865e-03,4.922369850925052866e-03,5.164001537295374519e-03,5.671518090696489774e-03,6.381524220742721375e-03,8.239673073570237885e-03,8.154352153671088135e-03,6.126683721272777570e-03,5.401178944217632436e-03,4.919660785482117896e-03,4.726323762428445187e-03,4.777764659639903780e-03,5.082733026024663196e-03,5.703677876671107982e-03,6.610771837959332660e-03,9.080151132313956513e-03,9.873793299906714546e-03,8.396651042191003930e-03,7.628496466106435801e-03,7.053591435656612896e-03,6.832031092490259069e-03,6.866406991127459863e-03,7.169576439553649976e-03,7.869924912321045463e-03,8.842832594509002914e-03,1.072365428589329255e-02,1.056316107244847750e-02,8.336746163895684264e-03,7.242979267371422829e-03,6.483630445814484063e-03,6.151362226616058013e-03,6.099357781976741735e-03,6.322259096480700377e-03,6.953223241618188694e-03,7.893972981250781118e-03,9.884917939628234604e-03,9.924661516007449863e-03,8.089542673298120296e-03,7.105750519041517319e-03,6.380545428488185525e-03,6.022781561230680474e-03,5.915910138266409525e-03,6.050544935173009925e-03,6.520191560467672974e-03,7.210879114351043291e-03,8.625041129898912765e-03,8.386174958398832230e-03,6.526948294967258382e-03,5.577799701208907383e-03,4.898107287726646830e-03,4.549835739648998637e-03,4.412100553139147729e-03,4.470455252031149337e-03,4.809016861803228765e-03,5.350266539843918055e-03,6.580069566083686892e-03,6.491232883927528820e-03,5.189371738118856749e-03,4.453646067796856144e-03,3.889220912083920633e-03,3.556390428620653278e-03,3.374544225488078451e-03,3.327711740043102009e-03,3.457297994717301384e-03,3.694335035290638447e-03,4.280104463853052175e-03,4.031153045365917613e-03,3.027574648307443644e-03,2.475507216421819322e-03,2.060421682256622939e-03,1.800982908353827502e-03,1.638934807104300588e-03,1.564147093930038333e-03,1.607752849799876354e-03,1.756265763340503780e-03,2.199597922149763417e-03,2.408923466223553567e-03,2.405456953349513743e-03,2.273328123728460010e-03,2.064876745122873336e-03,1.814674877685371925e-03,1.545132204079004840e-03,1.270014464209850546e-03,9.969526772699338797e-04,7.292867021022849446e-04,4.674230544761507093e-04
8.789082778515769356e-03,7.673808158056290123e-03,6.968816232385770422e-03,6.532946557767974581e-03,6.335017402977178615e-03,6.349048776851324953e-03,6.577524570698261609e-03,7.052298379582485482e-03,7.814004588026279841e-03,9.026575452664113014e-03,9.151042500467318486e-03,8.152108744481518024e-03,7.485192318427885509e-03,7.057665986278538299e-03,6.865932454054605484e-03,6.891726483493560221e-03,7.138204994417049129e-03,7.630699210577854101e-03,8.382585861128036622e-03,9.508360419379439585e-03,9.500785342709674314e-03,8.348609567739041434e-03,7.618014515507974191e-03,7.170038998886309710e-03,6.984881300218275663e-03,7.041660673045291308e-03,7.350061806654171158e-03,7.953310625549037810e-03,8.905184262257443209e-03,1.042705535288860480e-02,1.091985435995128199e-02,1.030240049100631695e-02,9.697835538185220483e-03,9.248757186607569486e-03,9.045249119205699129e-03,9.081413227788999454e-03,9.369464166911364161e-03,9.942278771016171621e-03,1.074215153164968101e-02,1.166968653281285663e-02,1.159556926387910088e-02,1.052104186446952208e-02,9.631312344892993885e-03,8.997058991298692923e-03,8.662498298710973738e-03,8.591182273065461894e-03,8.778785834862572190e-03,9.253411214842056920e-03,9.966917527921783163e-03,1.084942104932637603e-02,1.079318424685431210e-02,9.814412511991258206e-03,8.960281411960067249e-03,8.321114390125550903e-03,7.947614385402501994e-03,7.810119991533699679e-03,7.900740932762509439e-03,8.234303333268215216e-03,8.754558388645026709e-03,9.376048924674567492e-03,9.192495633341587688e-03,8.220850925816248350e-03,7.401028273459820360e-03,6.784891499168525450e-03,6.400588597893872890e-03,6.213193685460981913e-03,6.211083187335059846e-03,6.406668563535437844e-03,6.760780530223940363e-03,7.222756767488535713e-03,7.055837231871164329e-03,6.287975497726662304e-03,5.605589262731257988e-03,5.063808169260573810e-03,4.688940712040491621e-03,4.455474642611062519e-03,4.350033161931146121e-03,4.372985512583126358e-03,4.488692307180636686e-03,4.650473705417680452e-03,4.411406911783201552e-03,3.800263507196906341e-03,3.269784728018718632e-03,2.841889529378804034e-03,2.525192074039743408e-03,2.301499354274869243e-03,2.165150408369430953e-03,2.126027825768010780e-03,2.187156821052675063e-03,2.363255999615490512e-03,2.466817031535066280e-03,2.424883806751123878e-03,2.277547143555225424e-03,2.063014960547456412e-03,1.810626962951008938e-03,1.540643234097445165e-03,1.265877498648481769e-03,9.935205479185895295e-04,7.267071005342987068e-04,4.657523054007720498e-04
