MeV,barns
0.00137495,11.7187
0.00137507,11.72
0.00137533,11.69
0.00137556,11.5808
0.00137579,11.3989
0.00137636,10.8458
0.00137697,10.3818
0.0013772,10.2531
0.00137734,10.2259
0.00137747,10.2596
0.0013776,10.3683
0.00137773,10.5581
0.00137785,10.8088
0.00137803,11.2521
0.00137828,11.931
0.0013784,12.186
0.00137851,12.3512
0.00137862,12.4357
0.00137866,12.4432
0.00137876,12.4106
0.00137889,12.2785
0.001379,12.0868
0.00137921,11.6358
0.00137949,10.9811
0.00137966,10.6708
0.00137978,10.5036
0.0013799,10.4106
0.00138,10.384
0.00138011,10.4175
0.00138025,10.5384
0.0013804,10.7745
0.00138074,11.3599
0.00138089,11.5561
0.00138103,11.6474
0.00138111,11.6653
0.00138146,11.616
0.00138158,11.643
0.0013817,11.7365
0.00138182,11.9209
0.00138198,12.2532
0.00138227,12.9492
0.00138239,13.1736
0.0013825,13.2985
0.00138261,13.3353
0.00138272,13.2842
0.00138281,13.1817
0.00138299,12.8819
0.00138327,12.3387
0.00138344,12.0887
0.00138363,11.914
0.00138408,11.6477
0.00138427,11.4702
0.00138453,11.1256
0.0013849,10.6066
0.00138513,10.3595
0.00138531,10.2333
0.00138547,10.1859
0.00138549,10.1846
0.00138564,10.2116
0.00138582,10.3227
0.00138611,10.608
0.00138643,10.9309
0.00138678,11.2283
0.00138695,11.4551
0.00138712,11.7517
0.00138734,12.2681
0.00138756,12.7878
0.0013877,13.034
0.00138782,13.182
0.00138795,13.2529
0.00138801,13.2619
0.00138817,13.2217
0.00138857,13.0344
0.00138912,12.9527
0.00138937,12.8134
0.0013896,12.6648
0.00138975,12.6172
0.00138988,12.6417
0.00139004,12.7615
0.00139028,13.0803
0.00139049,13.357
0.00139064,13.4576
0.00139069,13.4664
0.00139083,13.4225
0.00139092,13.3387
0.00139107,13.1197
0.00139154,12.2227
0.00139176,11.9013
0.00139199,11.6579
0.0013923,11.4377
0.00139263,11.2838
0.00139291,11.2328
0.00139295,11.232
0.00139324,11.2788
0.00139355,11.4166
0.00139403,11.6799
0.00139426,11.7308
0.00139428,11.7311
0.00139454,11.6882
0.00139489,11.615
0.0013949,11.6147
0.00139514,11.66
0.00139562,11.8824
0.00139578,11.9071
0.00139604,11.8634
0.00139639,11.7622
0.00139644,11.7593
0.00139664,11.8021
0.00139686,11.9502
0.00139723,12.2812
0.00139742,12.3635
0.00139748,12.3687
0.00139765,12.3209
0.00139786,12.159
0.00139834,11.6322
0.00139857,11.4535
0.00139884,11.3388
0.00139931,11.1963
0.00139989,10.9306
0.00140015,10.8826
0.00140017,10.8824
0.00140044,10.9253
0.00140077,11.0738
0.00140117,11.2905
0.00140137,11.3285
0.00140153,11.2954
0.00140171,11.1902
0.00140192,10.9806
0.00140233,10.4912
0.00140251,10.3493
0.00140266,10.3041
0.00140279,10.3376
0.00140292,10.4485
0.00140306,10.6499
0.00140325,11.0236
0.00140351,11.537
0.00140366,11.7611
0.00140378,11.8805
0.0014039,11.9177
0.00140404,11.8781
0.0014042,11.7363
0.00140441,11.4401
0.00140479,10.8671
0.00140503,10.5758
0.00140523,10.3929
0.00140541,10.3041
0.0014055,10.2932
0.00140565,10.3331
0.00140579,10.448
0.00140593,10.6459
0.00140609,10.9457
0.00140648,11.8516
0.00140663,12.1227
0.00140676,12.2836
0.0014069,12.3633
0.00140698,12.3736
0.00140715,12.3203
0.0014074,12.1274
0.00140857,10.9235
0.00140883,10.7097
0.00140904,10.6124
0.0014092,10.5861
0.00140942,10.6261
0.00140964,10.7403
0.00140983,10.9139
0.00140995,11.0618
0.00141009,11.2956
0.00141023,11.5883
0.00141064,12.6132
0.00141077,12.8711
0.00141089,13.0152
0.001411,13.0705
0.00141102,13.0709
0.00141114,13.0211
0.00141128,12.8644
0.00141147,12.5252
0.00141183,11.7997
0.00141206,11.4245
0.00141232,11.1058
0.00141259,10.837
0.00141291,10.601
0.00141367,10.2176
0.00141414,9.90483
0.00141429,9.84612
0.00141434,9.84088
0.00141448,9.87561
0.00141461,9.98484
0.00141475,10.1768
0.00141489,10.4717
0.00141524,11.275
0.00141538,11.5285
0.0014155,11.6664
0.00141563,11.7372
0.00141567,11.742
0.00141582,11.6914
0.00141598,11.5402
0.00141621,11.2061
0.00141687,10.1196
0.00141703,9.89655
0.00141716,9.74983
0.00141729,9.65284
0.0014174,9.62415
0.00141751,9.65543
0.00141762,9.75742
0.00141773,9.93085
0.00141783,10.1566
0.00141794,10.4792
0.00141807,10.9118
0.00141838,12.1267
0.00141851,12.5502
0.00141863,12.8215
0.00141873,12.973
0.00141882,13.0343
0.00141885,13.0355
0.00141896,12.9771
0.00141907,12.8181
0.00141921,12.5094
0.00141961,11.4253
0.00141974,11.1411
0.00141986,10.9655
0.00141995,10.894
0.00141997,10.8883
0.00142006,10.9223
0.00142013,11.0059
0.0014202,11.1585
0.00142026,11.3443
0.00142034,11.6513
0.00142041,12.0412
0.00142049,12.5102
0.00142058,13.2118
0.00142071,14.2559
0.00142089,15.8026
0.00142099,16.548
0.00142108,17.1469
0.00142117,17.566
0.00142125,17.8296
0.00142133,17.9527
0.00142136,17.9622
0.00142143,17.9085
0.00142149,17.7821
0.00142157,17.5258
0.00142166,17.0665
0.00142178,16.3533
0.0014221,14.2718
0.00142222,13.5826
0.00142232,13.0749
0.00142242,12.7202
0.00142248,12.5377
0.00142254,12.4054
0.00142263,12.3209
0.00142266,12.3162
0.00142274,12.3653
0.00142281,12.4978
0.00142289,12.7402
0.00142298,13.0758
0.00142307,13.5274
0.00142316,14.0891
0.0014234,15.6061
0.00142351,16.1585
0.0014236,16.5319
0.00142369,16.7482
0.00142377,16.8369
0.00142379,16.8395
0.00142386,16.79
0.00142394,16.63
0.00142402,16.3714
0.00142411,15.9748
0.00142423,15.3133
0.00142451,13.632
0.00142462,13.0492
0.0014247,12.6821
0.00142478,12.3702
0.00142488,12.068
0.00142494,11.9339
0.00142503,11.8029
0.00142512,11.7266
0.00142519,11.713
0.00142534,11.7633
0.00142567,11.9972
0.0014258,12.0281
0.00142596,11.9782
0.00142615,11.8119
0.00142649,11.4626
0.00142667,11.3536
0.0014268,11.3325
0.00142705,11.3887
0.00142733,11.4706
0.00142737,11.4729
0.00142754,11.4344
0.00142769,11.3187
0.00142784,11.1268
0.00142797,10.9005
0.00142814,10.5639
0.00142845,9.86244
0.00142858,9.60343
0.00142869,9.46827
0.00142879,9.40579
0.00142882,9.4026
0.0014289,9.44024
0.00142898,9.54694
0.00142905,9.71404
0.00142912,9.93339
0.00142919,10.2321
0.00142925,10.6106
0.00142932,11.0634
0.00142939,11.5992
0.00142944,12.0876
0.0014295,12.7414
0.00142958,13.6333
0.00142966,14.6114
0.00142981,16.6815
0.00142996,18.7207
0.00143005,19.7557
0.00143013,20.6818
0.00143021,21.3474
0.00143028,21.8683
0.00143035,22.1661
0.00143041,22.337
0.00143047,22.3845
0.00143055,22.2936
0.00143063,22.0509
0.00143071,21.6818
0.00143081,21.0442
0.00143115,18.5598
0.00143129,17.6442
0.00143143,16.9211
0.00143156,16.313
0.00143171,15.7563
0.00143189,15.2568
0.00143206,14.8545
0.00143223,14.5793
0.00143241,14.379
0.00143259,14.2858
0.00143271,14.2693
0.00143299,14.3285
0.00143344,14.5615
0.00143395,14.8755
0.00143413,14.9174
0.00143431,14.8632
0.0014345,14.6921
0.00143468,14.4117
0.00143509,13.6548
0.00143524,13.4315
0.00143537,13.2907
0.00143553,13.2215
0.00143557,13.2199
0.00143572,13.2642
0.0014362,13.595
0.00143635,13.6326
0.00143649,13.606
0.00143667,13.4975
0.00143696,13.1929
0.00143745,12.6186
0.0014377,12.3952
0.00143799,12.2202
0.00143844,12.0957
0.00143905,12.0008
0.0014392,11.9973
0.00143939,11.9989
0.00143973,11.9618
0.00144004,11.8327
0.00144074,11.4098
0.00144164,10.9999
0.00144185,10.9456
0.00144196,10.9392
0.00144224,10.9892
0.00144265,11.1014
0.00144274,11.1068
0.00144296,11.0643
0.00144318,10.9358
0.00144342,10.7123
0.00144397,10.034
0.00144412,9.90589
0.00144424,9.85534
0.00144427,9.85195
0.00144438,9.87804
0.00144449,9.9634
0.0014446,10.1204
0.00144473,10.3728
0.00144485,10.6935
0.00144499,11.1324
0.00144529,12.1613
0.00144544,12.5751
0.00144554,12.8174
0.00144566,12.9984
0.00144578,13.091
0.00144585,13.1016
0.00144598,13.0515
0.00144615,12.8892
0.00144647,12.5235
0.00144665,12.4044
0.00144681,12.3724
0.00144728,12.4419
0.00144748,12.3994
0.00144766,12.2764
0.00144786,12.0422
0.00144812,11.6274
0.00144835,11.2668
0.00144852,11.0576
0.00144865,10.9606
0.00144875,10.9351
0.00144889,10.9694
0.00144904,11.0952
0.00144928,11.4098
0.00144952,11.7362
0.0014497,11.8938
0.00144988,11.9668
0.00144997,11.9716
0.00145027,11.9058
0.00145086,11.7164
0.00145101,11.6991
0.00145121,11.7374
0.00145137,11.85
0.00145152,12.0377
0.00145169,12.3432
0.00145214,13.3624
0.00145228,13.6024
0.00145242,13.7454
0.00145254,13.7833
0.00145269,13.7216
0.0014529,13.5113
0.00145321,13.1514
0.00145342,13.0027
0.0014537,12.9354
0.00145404,12.87
0.00145428,12.7468
0.0014547,12.4031
0.00145524,11.9278
0.00145552,11.7621
0.00145575,11.703
0.0014558,11.701
0.00145615,11.757
0.00145649,11.8145
0.00145651,11.8146
0.00145679,11.7677
0.00145733,11.5849
0.00145801,11.5043
0.00145854,11.3239
0.00145863,11.317
0.00145879,11.3624
0.00145894,11.4841
0.00145907,11.6685
0.00145925,12.0166
0.00145955,12.6408
0.0014597,12.8746
0.00145983,12.9926
0.00145994,13.0246
0.00146006,12.9971
0.00146027,12.8324
0.00146056,12.5789
0.0014608,12.4731
0.00146122,12.3779
0.00146143,12.2508
0.00146201,11.6967
0.00146227,11.535
0.00146301,11.2673
0.00146314,11.2539
0.00146332,11.2864
0.00146354,11.415
0.00146392,11.674
0.00146424,11.8393
0.00146437,11.9782
0.00146447,12.1712
0.00146457,12.435
0.00146466,12.77
0.00146474,13.1927
0.00146482,13.6664
0.00146492,14.2995
0.00146503,15.2195
0.00146525,16.9625
0.00146536,17.7186
0.00146545,18.2544
0.00146553,18.5977
0.00146562,18.8182
0.00146569,18.8889
0.00146571,18.8908
0.00146579,18.8225
0.00146586,18.656
0.00146594,18.3829
0.00146606,17.8557
0.00146624,16.8109
0.0014664,15.9126
0.00146651,15.3472
0.00146662,14.8467
0.00146672,14.504
0.00146682,14.2768
0.00146692,14.1405
0.00146703,14.0889
0.00146712,14.1224
0.00146726,14.2635
0.0014676,14.7638
0.00146774,14.8754
0.0014678,14.8865
0.00146792,14.8379
0.00146803,14.7178
0.00146817,14.4672
0.00146854,13.6142
0.00146868,13.3654
0.00146881,13.2088
0.00146893,13.151
0.00146899,13.1467
0.00146917,13.212
0.0014695,13.4195
0.00146962,13.4428
0.00146976,13.4115
0.0014699,13.3102
0.0014702,12.9472
0.00147044,12.6685
0.00147061,12.5426
0.00147081,12.475
0.00147089,12.4706
0.00147127,12.4998
0.00147156,12.4538
0.00147197,12.3417
0.00147205,12.34
0.00147227,12.3967
0.00147278,12.6882
0.00147294,12.7217
0.00147314,12.688
0.00147379,12.3525
0.00147416,12.2748
0.00147462,12.1994
0.00147493,12.0743
0.00147551,11.7197
0.001476,11.4183
0.00147632,11.2991
0.00147659,11.2714
0.00147707,11.3013
0.00147734,11.2647
0.00147759,11.1454
0.00147786,10.9335
0.00147819,10.6428
0.00147836,10.5658
0.00147841,10.5613
0.00147853,10.5987
0.00147863,10.6838
0.00147872,10.8114
0.00147884,11.0466
0.00147895,11.3312
0.00147913,11.8667
0.00147945,12.9708
0.00147958,13.3369
0.00147973,13.6831
0.00147987,13.9182
0.00148001,14.0529
0.00148013,14.0854
0.00148028,14.0328
0.00148043,13.8856
0.00148063,13.5741
0.00148121,12.4277
0.00148148,11.9934
0.00148172,11.6873
0.00148189,11.5244
0.00148204,11.437
0.00148218,11.407
0.00148235,11.4454
0.00148252,11.57
0.00148297,12.0258
0.00148315,12.1277
0.00148326,12.1436
0.00148339,12.1148
0.0014836,11.9784
0.00148407,11.5591
0.00148432,11.422
0.0014846,11.3647
0.00148501,11.358
0.00148534,11.3865
0.00148553,11.472
0.00148571,11.6373
0.00148591,11.916
0.00148628,12.5121
0.00148646,12.7176
0.00148662,12.8109
0.00148672,12.8254
0.00148691,12.7678
0.00148714,12.5827
0.00148769,12.0037
0.00148789,11.8327
0.00148811,11.7102
0.00148839,11.6548
0.00148849,11.6526
0.00148871,11.6561
0.00148908,11.6154
0.00148963,11.4687
0.0014899,11.4472
0.00149023,11.4572
0.00149057,11.4179
0.00149131,11.2004
0.00149177,11.0942
0.00149209,10.9551
0.00149293,10.4678
0.00149319,10.3709
0.00149335,10.3504
0.00149355,10.389
0.00149374,10.5036
0.00149397,10.7324
0.00149438,11.193
0.00149465,11.4157
0.00149522,11.7179
0.00149551,11.8072
0.00149558,11.8123
0.00149575,11.7874
0.00149595,11.6887
0.00149666,11.1404
0.00149695,10.9962
0.00149719,10.9516
0.00149721,10.9514
0.00149744,10.9913
0.00149807,11.2817
0.00149836,11.3334
0.00149843,11.3344
0.00149921,11.2985
0.00149945,11.2279
0.00150003,10.9239
0.00150031,10.8661
0.00150042,10.8626
0.00150075,10.8697
0.00150109,10.8632
0.00150167,10.8955
0.00150192,10.8589
0.00150241,10.6481
0.00150253,10.6374
0.00150266,10.6758
0.0015028,10.7742
0.00150299,11.0018
0.00150332,11.4316
0.0015035,11.5958
0.00150382,11.7507
0.00150403,11.879
0.00150421,12.0637
0.00150449,12.4793
0.00150471,12.7925
0.00150487,12.9263
0.00150498,12.9566
0.00150513,12.9153
0.0015053,12.7632
0.00150551,12.4543
0.00150614,11.3685
0.00150646,10.889
0.00150668,10.6231
0.00150686,10.4737
0.00150701,10.4223
0.00150703,10.4213
0.00150717,10.4586
0.0015073,10.5731
0.00150743,10.7709
0.00150758,11.0719
0.00150779,11.6253
0.00150803,12.2454
0.00150816,12.5273
0.00150829,12.7189
0.0015084,12.7939
0.00150846,12.8104
0.00150858,12.7786
0.00150874,12.635
0.00150897,12.2926
0.0015092,11.9252
0.00150935,11.7275
0.00150949,11.5944
0.00150969,11.4843
0.00151021,11.3503
0.00151067,11.1102
0.00151075,11.0978
0.00151088,11.1408
0.00151098,11.2547
0.00151107,11.418
0.00151117,11.6611
0.00151126,11.9916
0.00151136,12.3919
0.00151151,13.1225
0.00151175,14.3114
0.00151187,14.8273
0.00151198,15.1787
0.00151208,15.3978
0.00151218,15.4921
0.00151222,15.5002
0.00151233,15.4294
0.00151245,15.2278
0.0015126,14.8509
0.00151303,13.4547
0.00151321,12.9432
0.00151337,12.5384
0.0015135,12.286
0.00151363,12.0854
0.0015138,11.9028
0.001514,11.7801
0.00151425,11.7393
0.00151425,11.7393
0.00151461,11.7549
0.00151496,11.7101
0.00151569,11.5115
0.00151629,11.363
0.00151676,11.2448
0.00151731,11.1692
0.00151761,11.0542
0.00151827,10.6793
0.00151884,10.4724
0.0015191,10.4108
0.00151918,10.4035
0.00151933,10.4213
0.00151949,10.4968
0.00151965,10.6391
0.00151986,10.927
0.00152016,11.3545
0.00152033,11.5194
0.00152046,11.5806
0.00152053,11.5883
0.00152068,11.555
0.00152117,11.2884
0.00152136,11.255
0.00152164,11.305
0.00152195,11.3738
0.00152197,11.3741
0.00152216,11.3385
0.00152234,11.2333
0.00152267,10.931
0.00152303,10.6058
0.00152373,10.1219
0.00152397,10.0032
0.00152407,9.98792
0.00152421,10.0244
0.00152434,10.1338
0.00152442,10.2445
0.00152454,10.4694
0.00152468,10.7943
0.00152507,11.8873
0.00152522,12.2295
0.00152535,12.4378
0.00152547,12.562
0.00152561,12.6062
0.00152575,12.5497
0.00152592,12.3809
0.00152608,12.1386
0.00152647,11.4583
0.00152665,11.2051
0.00152679,11.0823
0.00152694,11.0216
0.00152697,11.0193
0.00152714,11.0619
0.00152738,11.2381
0.00152764,11.4262
0.00152782,11.4762
0.00152799,11.4379
0.00152818,11.3032
0.00152863,10.8745
0.00152892,10.6808
0.00152952,10.4025
0.00152972,10.3627
0.00152987,10.3874
0.00153003,10.475
0.00153028,10.721
0.00153051,10.9342
0.00153067,11.0049
0.00153072,11.0088
0.00153083,10.9849
0.00153099,10.8789
0.0015313,10.5602
0.00153144,10.4637
0.00153154,10.4382
0.00153166,10.4728
0.00153179,10.5834
0.00153192,10.78
0.00153206,11.0883
0.00153222,11.524
0.0015324,12.0842
0.00153252,12.5423
0.00153272,13.3452
0.00153302,14.6472
0.00153316,15.1429
0.00153327,15.4299
0.00153336,15.5992
0.00153347,15.6606
0.00153356,15.612
0.00153362,15.5195
0.00153372,15.3053
0.00153385,14.9066
0.00153412,14.0154
0.00153424,13.6978
0.00153434,13.5254
0.00153444,13.4628
0.00153445,13.4609
0.00153454,13.4917
0.00153463,13.594
0.00153476,13.8503
0.00153504,14.497
0.00153516,14.6931
0.00153527,14.7757
0.00153531,14.7812
0.00153541,14.7303
0.00153551,14.6051
0.00153564,14.3382
0.00153604,13.2331
0.0015362,12.8831
0.00153635,12.6592
0.00153654,12.4829
0.00153697,12.2098
0.00153744,11.8261
0.00153761,11.7635
0.00153763,11.7619
0.00153777,11.7928
0.00153792,11.9158
0.00153812,12.1766
0.00153843,12.654
0.00153859,12.8203
0.00153873,12.8773
0.00153876,12.8785
0.00153889,12.844
0.00153907,12.6984
0.00153938,12.3004
0.00153992,11.5917
0.0015403,11.1715
0.00154051,11.0012
0.00154067,10.9477
0.00154069,10.9471
0.00154083,10.983
0.00154094,11.0716
0.00154105,11.2105
0.00154121,11.4883
0.00154148,12.1116
0.00154168,12.5348
0.00154184,12.8036
0.00154199,12.9497
0.00154214,12.9975
0.0015423,12.9451
0.00154252,12.7563
0.00154305,12.2028
0.0015438,11.5841
0.00154448,10.9382
0.00154478,10.7168
0.00154503,10.6119
0.0015452,10.591
0.00154541,10.6257
0.00154577,10.7875
0.00154612,10.9564
0.0015464,11.0302
0.00154653,11.038
0.00154678,10.9969
0.00154699,10.8808
0.00154718,10.7093
0.00154765,10.1682
0.00154781,10.0325
0.00154794,9.97602
0.00154801,9.96526
0.00154818,9.99607
0.00154843,10.143
0.00154874,10.3437
0.00154907,10.4506
0.00154936,10.5512
0.00154965,10.7408
0.00154992,10.9187
0.00155011,10.9756
0.0015502,10.9795
0.00155032,10.9777
0.00155047,11.0045
0.00155059,11.0908
0.00155068,11.2329
0.00155077,11.4598
0.00155084,11.6654
0.00155092,12.001
0.001551,12.416
0.00155107,12.8509
0.00155118,13.6084
0.0015514,15.3021
0.00155154,16.3132
0.00155164,16.9635
0.00155173,17.4005
0.00155182,17.6921
0.0015519,17.8538
0.00155196,17.887
0.00155205,17.8163
0.00155214,17.6198
0.00155223,17.3003
0.00155233,16.8582
0.00155265,15.2749
0.00155279,14.6712
0.00155291,14.2531
0.00155303,13.9207
0.00155317,13.6648
0.00155335,13.4513
0.00155368,13.2019
0.00155411,12.9697
0.00155472,12.7819
0.00155499,12.6353
0.00155588,11.9294
0.0015565,11.4413
0.00155679,11.2866
0.00155703,11.2198
0.00155713,11.2124
0.00155754,11.2622
0.0015578,11.288
0.00155806,11.2414
0.00155837,11.0808
0.00155867,10.9143
0.00155882,10.8803
0.00155898,10.9174
0.00155908,10.9829
0.0015592,11.1226
0.00155937,11.3818
0.00155974,12.0722
0.0015599,12.2849
0.00156005,12.4101
0.0015602,12.4537
0.00156035,12.4304
0.00156082,12.2675
0.0015613,12.19
0.00156148,12.1021
0.00156167,11.9454
0.00156204,11.5264
0.00156237,11.1484
0.00156266,10.9039
0.00156307,10.6642
0.00156366,10.4005
0.00156392,10.3372
0.0015641,10.329
0.00156464,10.386
0.00156485,10.3598
0.0015651,10.2625
0.00156565,9.91557
0.00156643,9.35484
0.0015666,9.29248
0.00156664,9.28961
0.00156677,9.32734
0.00156688,9.4305
0.00156698,9.58556
0.00156707,9.81318
0.00156717,10.1185
0.00156726,10.4897
0.00156735,10.8961
0.00156744,11.3833
0.00156756,12.1304
0.00156781,13.7253
0.00156792,14.355
0.00156802,14.832
0.00156812,15.2337
0.00156821,15.4982
0.0015683,15.6608
0.00156839,15.722
0.00156848,15.6887
0.00156857,15.5727
0.00156871,15.2777
0.00156891,14.6787
0.0015692,13.7856
0.00156941,13.2493
0.00156962,12.8213
0.00156989,12.3444
0.00157012,12.0314
0.00157026,11.8963
0.0015704,11.8248
0.00157046,11.8161
0.00157056,11.8281
0.0015707,11.9034
0.00157093,12.1378
0.00157119,12.4297
0.00157136,12.5228
0.00157143,12.5313
0.00157155,12.4948
0.00157168,12.3914
0.00157186,12.1571
0.00157238,11.3394
0.0015726,11.0689
0.00157276,10.9289
0.00157289,10.8601
0.001573,10.8388
0.00157317,10.8763
0.00157335,11.008
0.00157382,11.5068
0.00157401,11.625
0.00157419,11.6625
0.00157466,11.6015
0.0015749,11.6449
0.00157537,11.8568
0.00157549,11.8729
0.00157566,11.8375
0.0015758,11.7513
0.00157637,11.2379
0.00157662,11.1023
0.0015772,10.944
0.00157746,10.7921
0.00157785,10.4894
0.00157805,10.394
0.00157815,10.3807
0.00157831,10.4199
0.00157846,10.5295
0.00157861,10.7127
0.00157887,11.1231
0.00157913,11.5333
0.00157932,11.7513
0.00157951,11.8731
0.00157975,11.9279
0.00158013,11.9942
0.00158053,12.1786
0.00158091,12.4256
0.00158115,12.6599
0.00158168,13.3473
0.00158185,13.4867
0.00158201,13.5277
0.00158218,13.4787
0.00158241,13.2892
0.00158331,12.3122
0.00158379,11.7526
0.00158405,11.5117
0.00158439,11.2886
0.00158486,11.0126
0.00158547,10.5462
0.00158577,10.3885
0.00158606,10.313
0.00158621,10.3028
0.00158663,10.3507
0.00158696,10.3897
0.00158721,10.3512
0.0015877,10.1754
0.00158786,10.1579
0.00158808,10.202
0.00158837,10.3533
0.00158865,10.5624
0.00158881,10.733
0.00158895,10.9561
0.00158911,11.2774
0.00158927,11.6843
0.00158966,12.8161
0.00158979,13.1435
0.00158993,13.3689
0.00159004,13.4764
0.00159015,13.509
0.00159029,13.45
0.00159045,13.2705
0.00159065,12.933
0.00159122,11.7308
0.00159151,11.2155
0.00159188,10.6393
0.00159224,10.1541
0.00159244,9.94373
0.00159259,9.84948
0.00159271,9.82542
0.00159284,9.85036
0.00159299,9.94916
0.00159318,10.1547
0.00159349,10.5977
0.00159406,11.5265
0.00159458,12.4821
0.00159492,13.0813
0.00159514,13.3913
0.00159535,13.6138
0.00159562,13.784
0.00159612,14.0183
0.00159648,14.2096
0.0015966,14.2274
0.00159677,14.1737
0.00159692,14.0326
0.00159707,13.8168
0.00159716,13.6466
0.00159757,12.7848
0.00159774,12.4795
0.00159791,12.2596
0.00159808,12.1122
0.00159829,12.0368
0.00159837,12.0307
0.00159868,12.081
0.0015991,12.1666
0.00159914,12.1675
0.00159939,12.1254
0.00159965,11.9937
0.00160009,11.7288
0.00160038,11.6347
0.00160088,11.5582
0.00160113,11.4418
0.0016014,11.2191
0.00160213,10.4216
0.00160252,10.0659
0.00160281,9.87483
0.00160298,9.81842
0.00160302,9.81787
0.00160313,9.84962
0.00160322,9.91325
0.00160331,10.0295
0.0016034,10.2076
0.0016035,10.4583
0.0016036,10.8045
0.00160366,11.0209
0.00160378,11.5708
0.00160395,12.4416
0.0016042,13.7754
0.00160434,14.4265
0.00160447,14.8969
0.00160457,15.203
0.00160468,15.4097
0.0016048,15.5227
0.00160487,15.538
0.00160501,15.471
0.00160517,15.2636
0.00160546,14.8194
0.00160558,14.7037
0.00160568,14.6724
0.00160577,14.7064
0.00160588,14.828
0.00160601,15.0893
0.00160638,16.0325
0.00160651,16.2664
0.00160662,16.3498
0.00160664,16.3524
0.00160671,16.3266
0.00160679,16.2332
0.00160689,16.0245
0.00160699,15.7346
0.00160712,15.2676
0.00160751,13.591
0.00160767,13.0347
0.00160781,12.6345
0.00160794,12.3568
0.00160808,12.1591
0.00160824,12.0319
0.00160842,11.9865
0.00160864,12.0356
0.00160894,12.2149
0.00160935,12.4948
0.00160959,12.5675
0.00160963,12.5695
0.00160985,12.524
0.00161021,12.3171
0.00161096,11.809
0.00161148,11.3721
0.00161166,11.2827
0.00161177,11.2642
0.00161192,11.3023
0.00161207,11.4133
0.00161228,11.6676
0.0016126,12.1165
0.00161277,12.2718
0.00161292,12.3285
0.00161294,12.3293
0.00161308,12.2914
0.00161324,12.1615
0.00161346,11.8898
0.0016139,11.2772
0.00161415,11.005
0.0016144,10.8244
0.00161469,10.6964
0.00161499,10.6432
0.00161504,10.6425
0.00161526,10.6701
0.00161553,10.778
0.00161615,11.1552
0.00161648,11.266
0.00161705,11.3349
0.0016171,11.3356
0.00161739,11.299
0.00161765,11.1813
0.00161795,10.9417
0.00161824,10.7055
0.00161839,10.6189
0.00161859,10.5652
0.00161863,10.5637
0.00161888,10.6064
0.00161925,10.7061
0.00161933,10.7099
0.0016195,10.6833
0.00162004,10.4546
0.00162021,10.4259
0.00162043,10.4569
0.00162097,10.6484
0.00162152,10.724
0.00162176,10.8216
0.00162204,11.0337
0.00162246,11.3966
0.00162273,11.5518
0.00162296,11.6051
0.00162298,11.6059
0.0016232,11.5707
0.00162344,11.4493
0.00162376,11.195
0.00162504,10.1071
0.00162524,9.97286
0.0016254,9.91655
0.00162548,9.90689
0.00162568,9.94133
0.00162615,10.1682
0.00162629,10.1913
0.00162648,10.1578
0.00162683,10.0171
0.00162689,10.0113
0.00162701,10.0394
0.00162712,10.1339
0.00162719,10.2322
0.00162729,10.4305
0.00162739,10.6669
0.00162751,11.0435
0.00162773,11.8334
0.00162793,12.5761
0.00162806,12.9741
0.0016282,13.2823
0.00162833,13.4922
0.00162846,13.5984
0.00162855,13.619
0.00162871,13.5675
0.00162891,13.3939
0.00162949,12.6571
0.00162973,12.4492
0.00162995,12.3478
0.00163008,12.332
0.00163032,12.3841
0.00163086,12.6667
0.00163098,12.687
0.00163116,12.6422
0.00163131,12.5232
0.00163147,12.3416
0.001632,11.5838
0.00163228,11.2714
0.00163253,11.0635
0.00163271,10.9716
0.00163284,10.9454
0.00163301,10.985
0.00163318,11.1107
0.00163338,11.3519
0.00163376,11.9122
0.00163395,12.1089
0.00163415,12.231
0.00163444,12.283
0.00163461,12.2868
0.001635,12.2565
0.00163527,12.1517
0.00163556,11.9282
0.00163606,11.4703
0.00163639,11.2641
0.00163665,11.1661
0.00163683,11.1425
0.00163701,11.1674
0.00163723,11.2696
0.0016377,11.5768
0.00163786,11.6258
0.00163791,11.6297
0.00163809,11.5889
0.00163831,11.4416
0.00163878,11.0036
0.00163893,10.9019
0.00163909,10.8451
0.00163915,10.841
0.00163935,10.8822
0.00163969,11.0793
0.00163999,11.2423
0.00164025,11.3107
0.00164104,11.3562
0.00164144,11.319
0.00164175,11.209
0.00164203,11.0296
0.00164233,10.7453
0.00164268,10.3683
0.00164283,10.2577
0.00164294,10.2189
0.001643,10.2156
0.00164311,10.251
0.00164321,10.3346
0.0016433,10.4509
0.00164343,10.6796
0.00164361,11.0919
0.00164388,11.7284
0.00164402,11.9834
0.00164413,12.126
0.00164425,12.1959
0.00164429,12.2029
0.00164442,12.163
0.00164453,12.0534
0.00164471,11.789
0.00164526,10.7731
0.00164544,10.4973
0.00164559,10.342
0.00164572,10.2823
0.00164575,10.2809
0.00164585,10.3098
0.00164592,10.3712
0.001646,10.4852
0.00164609,10.6824
0.00164619,10.9355
0.0016463,11.3268
0.00164645,11.9517
0.00164672,13.1466
0.00164685,13.6508
0.00164695,13.9626
0.00164706,14.1942
0.00164718,14.3174
0.00164725,14.3405
0.00164735,14.3147
0.00164747,14.2079
0.00164786,13.7681
0.00164811,13.593
0.00164844,13.4014
